SURVEYID,TAXON,FAMILY,SUM(TOTAL)
62003730,Chlorurus strongylocephalus,Scaridae,1
62003730,Chromis dimidiata,Pomacentridae,170
62003730,Chromis ternatensis,Pomacentridae,450
62003730,Chromis viridis,Pomacentridae,210
62003730,Chromis weberi,Pomacentridae,100
62003730,Cirrhilabrus katherinae,Labridae,5
62003730,Cirrhitichthys oxycephalus,Cirrhitidae,1
62003730,Ctenochaetus binotatus,Acanthuridae,7
62003730,Ctenochaetus cyanocheilus,Acanthuridae,33
62003730,Dascyllus carneus,Pomacentridae,50
62003730,Dascyllus trimaculatus,Pomacentridae,3
62003730,Forcipiger flavissimus,Chaetodontidae,2
62003730,Gnathodentex aureolineatus,Lethrinidae,2
62003730,Gomphosus caeruleus,Labridae,7
62003730,Halichoeres cosmetus,Labridae,1
62003730,Halichoeres hortulanus,Labridae,14
62003730,Hemigymnus fasciatus,Labridae,1
62003730,Hemigymnus melapterus,Labridae,1
62003730,Heniochus pleurotaenia,Chaetodontidae,2
62003730,Heniochus singularius,Chaetodontidae,1
62003730,Kyphosus cinerascens,Kyphosidae,3
62003730,Labrid spp.,Labridae,3
62003730,Labroides dimidiatus,Labridae,10
62003730,Lutjanus decussatus,Lutjanidae,1
62003730,Meiacanthus smithi,Blenniidae,3
62003730,Monotaxis grandoculis,Lethrinidae,3
62003730,Paracirrhites arcatus,Cirrhitidae,1
62003730,Paracirrhites forsteri,Cirrhitidae,6
62003730,Parapercis pacifica,Pinguipedidae,1
62003730,Parupeneus barberinus,Mullidae,1
62003730,Parupeneus crassilabris,Mullidae,1
62003730,Parupeneus macronemus,Mullidae,1
62003730,Plectroglyphidodon lacrymatus,Pomacentridae,5
62003730,Pomacentrus bankanensis,Pomacentridae,5
62003730,Pomacentrus chrysurus,Pomacentridae,1
62003730,Pomacentrus moluccensis,Pomacentridae,1
62003730,Pseudanthias squamipinnis,Serranidae,85
62003730,Pseudocheilinus hexataenia,Labridae,6
62003730,Scarus altipinnis,Scaridae,2
62003730,Scarus dimidiatus,Scaridae,1
62003730,Scarus frenatus,Scaridae,2
62003730,Scarus niger,Scaridae,11
62003730,Scarus tricolor,Scaridae,1
62003730,Scolopsis bilineata,Nemipteridae,1
62003730,Siganus guttatus,Siganidae,2
62003730,Synodus variegatus,Synodontidae,1
62003730,Thalassoma amblycephalum,Labridae,1
62003730,Thalassoma hardwicke,Labridae,1
62003730,Thalassoma jansenii,Labridae,6
62003730,Thalassoma lunare,Labridae,1
62003730,Zanclus cornutus,Zanclidae,5
62003730,Zebrasoma scopas,Acanthuridae,38
62003731,Abudefduf notatus,Pomacentridae,300
62003731,Abudefduf vaigiensis,Pomacentridae,12
62003731,Acanthurid spp.,Acanthuridae,1
62003731,Acanthurus leucosternon,Acanthuridae,7
62003731,Acanthurus nigrofuscus,Acanthuridae,4
62003731,Acanthurus tristis,Acanthuridae,8
62003731,Amblyglyphidodon aureus,Pomacentridae,1
62003731,Amblyglyphidodon batunai,Pomacentridae,2
62003731,Amblyglyphidodon leucogaster,Pomacentridae,1
62003731,Amblyglyphidodon spp.,Pomacentridae,35
62003731,Arothron nigropunctatus,Tetraodontidae,1
62003731,Aulostomus chinensis,Aulostomidae,2
62003731,Balistapus undulatus,Balistidae,1
62003731,Bodianus diana,Labridae,3
62003731,Caesio teres,Caesionidae,100
62003731,Canthigaster valentini,Tetraodontidae,1
62003731,Centropyge eibli,Pomacanthidae,2
62003731,Centropyge multispinis,Pomacanthidae,12
62003731,Cephalopholis leopardus,Serranidae,1
62003731,Cephalopholis urodeta,Serranidae,1
62003731,Chaetodon collare,Chaetodontidae,9
62003731,Chaetodon ephippium,Chaetodontidae,1
62003731,Chaetodon guttatissimus,Chaetodontidae,5
62003731,Chaetodon kleinii,Chaetodontidae,7
62003731,Chaetodon meyeri,Chaetodontidae,3
62003731,Chaetodon rafflesii,Chaetodontidae,2
62003731,Chaetodon spp.,Chaetodontidae,1
62003731,Chaetodon triangulum,Chaetodontidae,1
62003731,Chaetodon trifascialis,Chaetodontidae,3
62003731,Chaetodon trifasciatus,Chaetodontidae,5
62003731,Chaetodon vagabundus,Chaetodontidae,4
62003731,Cheilinus fasciatus,Labridae,1
62003731,Cheilodipterus macrodon,Apogonidae,2
62003731,Chlorurus sordidus,Scaridae,5
62003731,Chlorurus spilurus,Scaridae,6
62003731,Chlorurus strongylocephalus,Scaridae,2
62003731,Chromis dimidiata,Pomacentridae,84
62003731,Chromis ternatensis,Pomacentridae,500
62003731,Chromis viridis,Pomacentridae,150
62003731,Chromis weberi,Pomacentridae,500
62003731,Chrysiptera talboti,Pomacentridae,5
62003731,Cirrhitichthys oxycephalus,Cirrhitidae,2
62003731,Coris cuvieri,Labridae,1
62003731,Ctenochaetus binotatus,Acanthuridae,10
62003731,Ctenochaetus cyanocheilus,Acanthuridae,11
62003731,Dascyllus carneus,Pomacentridae,175
62003731,Dascyllus trimaculatus,Pomacentridae,19
62003731,Epinephelus coeruleopunctatus,Serranidae,1
62003731,Epinephelus spp.,Serranidae,1
62003731,Forcipiger flavissimus,Chaetodontidae,7
62003731,Gnathodentex aureolineatus,Lethrinidae,2
62003731,Gomphosus caeruleus,Labridae,4
62003731,Halichoeres cosmetus,Labridae,2
62003731,Halichoeres hortulanus,Labridae,16
62003731,Hemitaurichthys zoster,Chaetodontidae,4
62003731,Kyphosus cinerascens,Kyphosidae,202
62003731,Labroides dimidiatus,Labridae,6
62003731,Lutjanus bohar,Lutjanidae,1
62003731,Macolor niger,Lutjanidae,1
62003731,Meiacanthus smithi,Blenniidae,5
62003731,Melichthys indicus,Balistidae,6
62003731,Monotaxis grandoculis,Lethrinidae,1
62003731,Myripristis spp.,Holocentridae,2
62003731,Naso brevirostris,Acanthuridae,1
62003731,Ostracion cubicus,Ostraciidae,1
62003731,Paracirrhites forsteri,Cirrhitidae,5
62003731,Parapercis millepunctata,Pinguipedidae,2
62003731,Parupeneus crassilabris,Mullidae,1
62003731,Pempheris mangula,Pempherididae,7
62003731,Pempheris vanicolensis,Pempherididae,9
62003731,Plagiotremus phenax,Blenniidae,1
62003731,Plagiotremus rhinorhynchos,Blenniidae,1
62003731,Plagiotremus tapeinosoma,Blenniidae,1
62003731,Plectroglyphidodon dickii,Pomacentridae,1
62003731,Plectroglyphidodon lacrymatus,Pomacentridae,4
62003731,Pomacanthus imperator,Pomacanthidae,1
62003731,Pomacentrus bankanensis,Pomacentridae,8
62003731,Pseudanthias squamipinnis,Serranidae,345
62003731,Pseudocheilinus hexataenia,Labridae,6
62003731,Pterocaesio tile,Caesionidae,500
62003731,Sargocentron caudimaculatum,Holocentridae,2
62003731,Scarus niger,Scaridae,10
62003731,Scarus rubroviolaceus,Scaridae,2
62003731,Scarus tricolor,Scaridae,3
62003731,Scolopsis bilineata,Nemipteridae,4
62003731,Sufflamen bursa,Balistidae,2
62003731,Thalassoma amblycephalum,Labridae,7
62003731,Thalassoma hardwicke,Labridae,1
62003731,Thalassoma jansenii,Labridae,18
62003731,Thalassoma lunare,Labridae,2
62003731,Zanclus cornutus,Zanclidae,5
62003731,Zebrasoma scopas,Acanthuridae,28
62003732,Abudefduf vaigiensis,Pomacentridae,5
62003732,Acanthurus leucosternon,Acanthuridae,33
62003732,Acanthurus lineatus,Acanthuridae,1
62003732,Acanthurus nigricauda,Acanthuridae,6
62003732,Actinopterygii spp.,0,1
62003732,Amphiprion clarkii,Pomacentridae,4
62003732,Amphiprion ephippium,Pomacentridae,23
62003732,Anampses meleagrides,Labridae,3
62003732,Aulostomus chinensis,Aulostomidae,5
62003732,Balistapus undulatus,Balistidae,13
62003732,Centropyge eibli,Pomacanthidae,6
62003732,Centropyge multispinis,Pomacanthidae,3
62003732,Cephalopholis leopardus,Serranidae,1
62003732,Cephalopholis urodeta,Serranidae,9
62003732,Chaetodon collare,Chaetodontidae,101
62003732,Chaetodon falcula,Chaetodontidae,1
62003732,Chaetodon guttatissimus,Chaetodontidae,1
62003732,Chaetodon meyeri,Chaetodontidae,1
62003732,Chaetodon rafflesii,Chaetodontidae,2
62003732,Chaetodon trifascialis,Chaetodontidae,2
62003732,Chaetodon trifasciatus,Chaetodontidae,1
62003732,Chaetodon vagabundus,Chaetodontidae,2
62003732,Cheilodipterus macrodon,Apogonidae,11
62003732,Chlorurus sordidus,Scaridae,6
62003732,Chromis atripectoralis,Pomacentridae,8
62003732,Chromis dimidiata,Pomacentridae,555
62003732,Chromis ternatensis,Pomacentridae,802
62003732,Chrysiptera talboti,Pomacentridae,3
62003732,Ctenochaetus binotatus,Acanthuridae,34
62003732,Ctenochaetus striatus,Acanthuridae,3
62003732,Ctenochaetus truncatus,Acanthuridae,75
62003732,Epibulus insidiator,Labridae,1
62003732,Gnathodentex aureolineatus,Lethrinidae,110
62003732,Halichoeres hortulanus,Labridae,27
62003732,Hemigymnus fasciatus,Labridae,4
62003732,Heniochus pleurotaenia,Chaetodontidae,4
62003732,Labroides bicolor,Labridae,6
62003732,Labroides dimidiatus,Labridae,10
62003732,Lepidozygus tapeinosoma,Pomacentridae,1080
62003732,Lutjanus monostigma,Lutjanidae,3
62003732,Meiacanthus smithi,Blenniidae,5
62003732,Mulloidichthys flavolineatus,Mullidae,2
62003732,Mulloidichthys vanicolensis,Mullidae,3
62003732,Neoniphon opercularis,Holocentridae,7
62003732,Paracirrhites forsteri,Cirrhitidae,2
62003732,Parupeneus chrysopleuron,Mullidae,3
62003732,Pempheris vanicolensis,Pempherididae,20
62003732,Plectorhinchus picus,Haemulidae,1
62003732,Plectorhinchus vittatus,Haemulidae,2
62003732,Plectroglyphidodon dickii,Pomacentridae,3
62003732,Plectroglyphidodon lacrymatus,Pomacentridae,86
62003732,Pomacanthus imperator,Pomacanthidae,1
62003732,Pomacentrid spp.,Pomacentridae,2
62003732,Pomacentrus bankanensis,Pomacentridae,4
62003732,Pomacentrus moluccensis,Pomacentridae,42
62003732,Pseudanthias squamipinnis,Serranidae,165
62003732,Pseudocheilinus hexataenia,Labridae,49
62003732,Pterocaesio tile,Caesionidae,150
62003732,Pterois antennata,Pteroidae,3
62003732,Pterois volitans,Scorpaenidae,1
62003732,Pygoplites diacanthus,Pomacanthidae,1
62003732,Sargocentron caudimaculatum,Holocentridae,4
62003732,Scarid spp.,Scaridae,2
62003732,Scarus niger,Scaridae,11
62003732,Scolopsis bilineata,Nemipteridae,2
62003732,Stethojulis trilineata,Labridae,2
62003732,Thalassoma lunare,Labridae,1
62003732,Zanclus cornutus,Zanclidae,2
62003732,Zebrasoma scopas,Acanthuridae,43
62003733,Acanthurus leucosternon,Acanthuridae,28
62003733,Acanthurus lineatus,Acanthuridae,6
62003733,Acanthurus maculiceps,Acanthuridae,5
62003733,Acanthurus nigricauda,Acanthuridae,3
62003733,Acanthurus nigrofuscus,Acanthuridae,1
62003733,Acanthurus tristis,Acanthuridae,1
62003733,Amblyglyphidodon batunai,Pomacentridae,1
62003733,Amblyglyphidodon spp.,Pomacentridae,22
62003733,Amphiprion clarkii,Pomacentridae,2
62003733,Arothron nigropunctatus,Tetraodontidae,1
62003733,Aulostomus chinensis,Aulostomidae,2
62003733,Bodianus axillaris,Labridae,1
62003733,Centropyge eibli,Pomacanthidae,8
62003733,Cephalopholis leopardus,Serranidae,1
62003733,Cephalopholis urodeta,Serranidae,1
62003733,Cetoscarus bicolor,Scaridae,1
62003733,Chaetodon collare,Chaetodontidae,1
62003733,Chaetodon guttatissimus,Chaetodontidae,2
62003733,Chaetodon kleinii,Chaetodontidae,1
62003733,Chaetodon lineolatus,Chaetodontidae,1
62003733,Chaetodon trifascialis,Chaetodontidae,3
62003733,Chaetodon trifasciatus,Chaetodontidae,4
62003733,Cheilinus fasciatus,Labridae,1
62003733,Chlorurus sordidus,Scaridae,7
62003733,Chromis atripectoralis,Pomacentridae,12
62003733,Chromis dimidiata,Pomacentridae,150
62003733,Chromis ternatensis,Pomacentridae,250
62003733,Chromis viridis,Pomacentridae,215
62003733,Cirripectes spp.,Blenniidae,1
62003733,Ctenochaetus cyanocheilus,Acanthuridae,42
62003733,Dascyllus trimaculatus,Pomacentridae,3
62003733,Epibulus insidiator,Labridae,1
62003733,Gnathodentex aureolineatus,Lethrinidae,1508
62003733,Gomphosus caeruleus,Labridae,5
62003733,Halichoeres hortulanus,Labridae,4
62003733,Halichoeres marginatus,Labridae,1
62003733,Hemigymnus fasciatus,Labridae,5
62003733,Kyphosus cinerascens,Kyphosidae,40
62003733,Labrichthys unilineatus,Labridae,1
62003733,Labroides dimidiatus,Labridae,13
62003733,Lepidozygus tapeinosoma,Pomacentridae,1500
62003733,Lutjanus kasmira,Lutjanidae,8
62003733,Melichthys indicus,Balistidae,4
62003733,Monotaxis grandoculis,Lethrinidae,1
62003733,Mulloidichthys vanicolensis,Mullidae,1
62003733,Parapercis pacifica,Pinguipedidae,2
62003733,Parupeneus barberinus,Mullidae,3
62003733,Parupeneus crassilabris,Mullidae,1
62003733,Parupeneus cyclostomus,Mullidae,2
62003733,Pempheris vanicolensis,Pempherididae,2
62003733,Plectroglyphidodon dickii,Pomacentridae,4
62003733,Plectroglyphidodon lacrymatus,Pomacentridae,17
62003733,Pomacentrid spp.,Pomacentridae,2
62003733,Pomacentrus bankanensis,Pomacentridae,13
62003733,Pomacentrus chrysurus,Pomacentridae,1
62003733,Pomacentrus moluccensis,Pomacentridae,1
62003733,Pomacentrus philippinus,Pomacentridae,4
62003733,Pseudocheilinus hexataenia,Labridae,8
62003733,Pseudodax moluccanus,Labridae,1
62003733,Pygoplites diacanthus,Pomacanthidae,2
62003733,Sargocentron caudimaculatum,Holocentridae,2
62003733,Scarid spp.,Scaridae,14
62003733,Scarus frenatus,Scaridae,8
62003733,Scarus niger,Scaridae,5
62003733,Scarus quoyi,Scaridae,1
62003733,Scolopsis bilineata,Nemipteridae,5
62003733,Stethojulis bandanensis,Labridae,1
62003733,Stethojulis interrupta,Labridae,1
62003733,Stethojulis trilineata,Labridae,1
62003733,Thalassoma hardwicke,Labridae,1
62003733,Thalassoma jansenii,Labridae,22
62003733,Thalassoma lunare,Labridae,1
62003733,Zanclus cornutus,Zanclidae,1
62003733,Zebrasoma scopas,Acanthuridae,44
62003737,Abudefduf sexfasciatus,Pomacentridae,6
62003737,Abudefduf vaigiensis,Pomacentridae,2
62003737,Acanthurus lineatus,Acanthuridae,4
62003737,Acanthurus nigricauda,Acanthuridae,11
62003737,Aethaloperca rogaa,Serranidae,4
62003737,Amblyglyphidodon aureus,Pomacentridae,57
62003737,Aulostomus chinensis,Aulostomidae,1
62003737,Balistapus undulatus,Balistidae,5
62003737,Bodianus diana,Labridae,12
62003737,Bodianus mesothorax,Labridae,3
62003737,Canthigaster janthinoptera,Tetraodontidae,1
62003737,Centropyge tibicen,Pomacanthidae,1
62003737,Centropyge vroliki,Pomacanthidae,2
62003737,Cephalopholis argus,Serranidae,2
62003737,Cephalopholis miniata,Serranidae,15
62003737,Chaetodon kleinii,Chaetodontidae,4
62003737,Chaetodon lunula,Chaetodontidae,1
62003737,Chaetodon vagabundus,Chaetodontidae,4
62003737,Chromis amboinensis,Pomacentridae,1
62003737,Chromis analis,Pomacentridae,2
62003737,Chromis atripes,Pomacentridae,1
62003737,Chromis caudalis,Pomacentridae,1
62003737,Chromis margaritifer,Pomacentridae,29
62003737,Chromis retrofasciata,Pomacentridae,8
62003737,Chromis scotochiloptera,Pomacentridae,28
62003737,Chromis ternatensis,Pomacentridae,55
62003737,Chromis weberi,Pomacentridae,1
62003737,Chromis xanthura,Pomacentridae,1
62003737,Chrysiptera talboti,Pomacentridae,6
62003737,Ctenochaetus binotatus,Acanthuridae,32
62003737,Dascyllus reticulatus,Pomacentridae,114
62003737,Dascyllus trimaculatus,Pomacentridae,116
62003737,Eviota spp.,Gobiidae,10
62003737,Halichoeres chrysus,Labridae,1
62003737,Halichoeres hortulanus,Labridae,3
62003737,Halichoeres prosopeion,Labridae,5
62003737,Heniochus acuminatus,Chaetodontidae,4
62003737,Kyphosus vaigiensis,Kyphosidae,2
62003737,Labroides bicolor,Labridae,1
62003737,Labroides dimidiatus,Labridae,2
62003737,Lutjanus bohar,Lutjanidae,1
62003737,Lutjanus kasmira,Lutjanidae,1
62003737,Lutjanus monostigma,Lutjanidae,3
62003737,Macropharyngodon ornatus,Labridae,1
62003737,Meiacanthus atrodorsalis,Blenniidae,4
62003737,Monotaxis grandoculis,Lethrinidae,3
62003737,Naso vlamingii,Acanthuridae,1
62003737,Ostracion meleagris,Ostraciidae,1
62003737,Oxycheilinus digrammus,Labridae,2
62003737,Parapercis pacifica,Pinguipedidae,1
62003737,Parapercis tetracantha,Pinguipedidae,1
62003737,Pempheris vanicolensis,Pempherididae,14
62003737,Plagiotremus rhinorhynchos,Blenniidae,3
62003737,Plectorhinchus lineatus,Haemulidae,4
62003737,Pomacanthus imperator,Pomacanthidae,1
62003737,Pomacentrus brachialis,Pomacentridae,30
62003737,Pomacentrus lepidogenys,Pomacentridae,2
62003737,Pomacentrus moluccensis,Pomacentridae,10
62003737,Pomacentrus reidi,Pomacentridae,4
62003737,Pomacentrus spp.,Pomacentridae,1
62003737,Pseudanthias bicolor,Serranidae,60
62003737,Pseudanthias huchtii,Serranidae,515
62003737,Pseudanthias squamipinnis,Serranidae,1070
62003737,Pterocaesio tile,Caesionidae,65
62003737,Pygoplites diacanthus,Pomacanthidae,3
62003737,Scarus rubroviolaceus,Scaridae,1
62003737,Scarus spp.,Scaridae,2
62003737,Scarus tricolor,Scaridae,4
62003737,Scolopsis bilineata,Nemipteridae,3
62003737,Sufflamen bursa,Balistidae,3
62003737,Synodus variegatus,Synodontidae,3
62003737,Thalassoma lunare,Labridae,52
62003737,Zanclus cornutus,Zanclidae,2
62003737,Zebrasoma scopas,Acanthuridae,11
64003155,Bodianus unimaculatus,Labridae,2
64003155,Chromis dispilus,Pomacentridae,298
64003155,Coris sandeyeri,Labridae,2
64003155,Decapterus koheru,Carangidae,20
64003155,Forsterygion maryannae,Tripterygiidae,131
64003155,Forsterygion varium,Tripterygiidae,1
64003155,Meuschenia scaber,Monacanthidae,5
64003155,Nemadactylus douglasii,Cheilodactylidae,1
64003155,Pagrus auratus,Sparidae,13
64003155,Parma alboscapularis,Pomacentridae,9
64003155,Pseudocaranx georgianus,Carangidae,2
64003155,Pseudolabrus luculentus,Labridae,1
64003155,Pseudolabrus miles,Labridae,3
64003155,Scorpis lineolata,Scorpididae,3
64003155,Seriola lalandi,Carangidae,1
64003155,Suezichthys aylingi,Labridae,3
64003155,Upeneichthys lineatus,Mullidae,1
64003157,Aplodactylus arctidens,Aplodactylidae,1
64003157,Bodianus unimaculatus,Labridae,5
64003157,Chromis dispilus,Pomacentridae,247
64003157,Coris sandeyeri,Labridae,7
64003157,Forsterygion maryannae,Tripterygiidae,30
64003157,Hypoplectrodes spp.,Serranidae,1
64003157,Latridopsis ciliaris,Latridae,2
64003157,Meuschenia scaber,Monacanthidae,2
64003157,Nemadactylus douglasii,Cheilodactylidae,1
64003157,Pagrus auratus,Sparidae,7
64003157,Parma alboscapularis,Pomacentridae,10
64003157,Scorpis lineolata,Scorpididae,5
64003157,Scorpis violacea,Scorpididae,5
64003157,Upeneichthys lineatus,Mullidae,1
64003158,Caesioperca lepidoptera,Serranidae,1
64003158,Chromis dispilus,Pomacentridae,1200
64003158,Coris sandeyeri,Labridae,1
64003158,Decapterus koheru,Carangidae,100
64003158,Forsterygion maryannae,Tripterygiidae,470
64003158,Meuschenia scaber,Monacanthidae,2
64003158,Notoclinops segmentatus,Tripterygiidae,1
64003158,Odax pullus,Odacidae,1
64003158,Pagrus auratus,Sparidae,35
64003158,Parma alboscapularis,Pomacentridae,3
64003158,Pseudocaranx georgianus,Carangidae,30
64003158,Pseudolabrus luculentus,Labridae,2
64003158,Scorpis lineolata,Scorpididae,25
64003158,Scorpis violacea,Scorpididae,75
64003158,Seriola lalandi,Carangidae,1
64003159,Bodianus unimaculatus,Labridae,5
64003159,Chromis dispilus,Pomacentridae,350
64003159,Coris sandeyeri,Labridae,2
64003159,Decapterus koheru,Carangidae,5
64003159,Forsterygion maryannae,Tripterygiidae,7
64003159,Hypoplectrodes spp.,Serranidae,1
64003159,Meuschenia scaber,Monacanthidae,3
64003159,Nemadactylus douglasii,Cheilodactylidae,1
64003159,Notolabrus celidotus,Labridae,2
64003159,Pagrus auratus,Sparidae,4
64003159,Parma alboscapularis,Pomacentridae,4
64003159,Scorpis lineolata,Scorpididae,3
64003159,Suezichthys aylingi,Labridae,1
64003159,Upeneichthys lineatus,Mullidae,3
64003160,Bodianus unimaculatus,Labridae,5
64003160,Chromis dispilus,Pomacentridae,155
64003160,Forsterygion maryannae,Tripterygiidae,40
64003160,Meuschenia scaber,Monacanthidae,3
64003160,Pempheris adspersa,Pempherididae,205
64003160,Pseudolabrus luculentus,Labridae,4
64003160,Scorpaena cardinalis,Scorpaenidae,1
64003160,Scorpis violacea,Scorpididae,6
64003161,Amphichaetodon howensis,Chaetodontidae,7
64003161,Bodianus unimaculatus,Labridae,5
64003161,Cheilodactylus ephippium,Cheilodactylidae,1
64003161,Chromis dispilus,Pomacentridae,460
64003161,Coris sandeyeri,Labridae,7
64003161,Decapterus koheru,Carangidae,100
64003161,Forsterygion maryannae,Tripterygiidae,750
64003161,Meuschenia scaber,Monacanthidae,7
64003161,Nemadactylus douglasii,Cheilodactylidae,1
64003161,Notoclinops segmentatus,Tripterygiidae,4
64003161,Notolabrus fucicola,Labridae,2
64003161,Pagrus auratus,Sparidae,2
64003161,Parablennius laticlavius,Blenniidae,2
64003161,Parma alboscapularis,Pomacentridae,6
64003161,Pempheris adspersa,Pempherididae,200
64003161,Pseudolabrus luculentus,Labridae,5
64003161,Scorpis lineolata,Scorpididae,2
64003162,Chromis dispilus,Pomacentridae,180
64003162,Coris sandeyeri,Labridae,4
64003162,Decapterus koheru,Carangidae,145
64003162,Girella cyanea,Kyphosidae,1
64003162,Girella tricuspidata,Kyphosidae,5
64003162,Meuschenia scaber,Monacanthidae,1
64003162,Notolabrus celidotus,Labridae,1
64003162,Pagrus auratus,Sparidae,9
64003162,Parma alboscapularis,Pomacentridae,2
64003162,Pseudocaranx georgianus,Carangidae,3
64003162,Pseudolabrus miles,Labridae,1
64003162,Scorpis lineolata,Scorpididae,13
64003163,Chromis dispilus,Pomacentridae,1440
64003163,Coris sandeyeri,Labridae,4
64003163,Decapterus koheru,Carangidae,1
64003163,Forsterygion maryannae,Tripterygiidae,910
64003163,Meuschenia scaber,Monacanthidae,4
64003163,Nemadactylus douglasii,Cheilodactylidae,1
64003163,Parma alboscapularis,Pomacentridae,9
64003163,Pseudolabrus luculentus,Labridae,6
64003163,Scorpis lineolata,Scorpididae,33
64003164,Caesioperca lepidoptera,Serranidae,15
64003164,Caprodon longimanus,Serranidae,20
64003164,Centroberyx affinis,Berycidae,1
64003164,Chromis dispilus,Pomacentridae,1830
64003164,Coris sandeyeri,Labridae,7
64003164,Decapterus koheru,Carangidae,200
64003164,Forsterygion maryannae,Tripterygiidae,581
64003164,Hypoplectrodes spp.,Serranidae,1
64003164,Meuschenia scaber,Monacanthidae,9
64003164,Nemadactylus douglasii,Cheilodactylidae,3
64003164,Notoclinops yaldwyni,Tripterygiidae,1
64003164,Pagrus auratus,Sparidae,2
64003164,Parablennius laticlavius,Blenniidae,2
64003164,Pseudolabrus luculentus,Labridae,5
64003164,Scorpis violacea,Scorpididae,57
64003165,Cheilodactylus spectabilis,Cheilodactylidae,4
64003165,Forsterygion maryannae,Tripterygiidae,14
64003165,Forsterygion varium,Tripterygiidae,5
64003165,Meuschenia scaber,Monacanthidae,1
64003165,Myliobatis tenuicaudatus,Myliobatidae,1
64003165,Nemadactylus macropterus,Cheilodactylidae,8
64003165,Notolabrus celidotus,Labridae,4
64003165,Pagrus auratus,Sparidae,9
64003165,Pempheris affinis,Pempherididae,6
64003165,Scorpis lineolata,Scorpididae,32
64003734,Bodianus unimaculatus,Labridae,2
64003734,Chromis dispilus,Pomacentridae,115
64003734,Coris sandeyeri,Labridae,2
64003734,Dasyatis brevicaudata,Dasyatidae,1
64003734,Decapterus koheru,Carangidae,70
64003734,Meuschenia scaber,Monacanthidae,4
64003734,Nemadactylus douglasii,Cheilodactylidae,3
64003734,Pagrus auratus,Sparidae,3
64003734,Pseudolabrus luculentus,Labridae,2
64003734,Scorpaena cardinalis,Scorpaenidae,1
64003935,Cheilodactylus spectabilis,Cheilodactylidae,8
64003935,Forsterygion maryannae,Tripterygiidae,6
64003935,Forsterygion varium,Tripterygiidae,7
64003935,Grahamina capito,Tripterygiidae,1
64003935,Kyphosus sydneyanus,Kyphosidae,1
64003935,Meuschenia scaber,Monacanthidae,3
64003935,Nemadactylus macropterus,Cheilodactylidae,15
64003935,Notolabrus celidotus,Labridae,7
64003935,Notolabrus fucicola,Labridae,2
64003935,Pagrus auratus,Sparidae,14
64003935,Scorpis lineolata,Scorpididae,45
506002951,Abudefduf troschelii,Pomacentridae,100
506002951,Acanthurus nigricans,Acanthuridae,2
506002951,Arothron hispidus,Tetraodontidae,2
506002951,Arothron meleagris,Tetraodontidae,9
506002951,Bodianus diplotaenia,Labridae,47
506002951,Canthigaster punctatissima,Tetraodontidae,20
506002951,Caranx caballus,Carangidae,1
506002951,Caranx sexfasciatus,Carangidae,6
506002951,Cephalopholis panamensis,Serranidae,3
506002951,Chaetodon humeralis,Chaetodontidae,4
506002951,Chanos chanos,Chanidae,1
506002951,Chromis atrilobata,Pomacentridae,800
506002951,Diodon holocanthus,Diodontidae,27
506002951,Fistularia commersonii,Fistulariidae,3
506002951,Ginglymostoma cirratum,Ginglymostomatidae,1
506002951,Haemulon flaviguttatum,Haemulidae,860
506002951,Haemulon maculicauda,Haemulidae,325
506002951,Haemulon sexfasciatum,Haemulidae,11
506002951,Halichoeres chierchiae,Labridae,6
506002951,Halichoeres dispilus,Labridae,28
506002951,Halichoeres nicholsi,Labridae,2
506002951,Holacanthus passer,Pomacanthidae,9
506002951,Johnrandallia nigrirostris,Chaetodontidae,4
506002951,Kyphosus elegans,Kyphosidae,6
506002951,Lutjanus guttatus,Lutjanidae,10
506002951,Microlepidotus brevipinnis,Haemulidae,19
506002951,Microspathodon dorsalis,Pomacentridae,9
506002951,Mulloidichthys dentatus,Mullidae,12
506002951,Myripristis leiognathus,Holocentridae,7
506002951,Ostracion meleagris,Ostraciidae,2
506002951,Prionurus laticlavius,Acanthuridae,16
506002951,Sargocentron suborbitalis,Holocentridae,16
506002951,Scarus ghobban,Scaridae,1
506002951,Stegastes acapulcoensis,Pomacentridae,435
506002951,Stegastes flavilatus,Pomacentridae,2
506002951,Sufflamen verres,Balistidae,37
506002951,Thalassoma lucasanum,Labridae,39
506002952,Abudefduf troschelii,Pomacentridae,330
506002952,Arothron meleagris,Tetraodontidae,2
506002952,Balistes polylepis,Balistidae,4
506002952,Bodianus diplotaenia,Labridae,31
506002952,Canthigaster punctatissima,Tetraodontidae,14
506002952,Cephalopholis panamensis,Serranidae,11
506002952,Chromis atrilobata,Pomacentridae,630
506002952,Cirrhitichthys oxycephalus,Cirrhitidae,1
506002952,Cirrhitus rivulatus,Cirrhitidae,10
506002952,Diodon holocanthus,Diodontidae,7
506002952,Epinephelus labriformis,Serranidae,18
506002952,Fistularia commersonii,Fistulariidae,1
506002952,Halichoeres chierchiae,Labridae,13
506002952,Halichoeres dispilus,Labridae,1
506002952,Holacanthus passer,Pomacanthidae,23
506002952,Johnrandallia nigrirostris,Chaetodontidae,25
506002952,Microspathodon dorsalis,Pomacentridae,9
506002952,Myripristis leiognathus,Holocentridae,32
506002952,Ophioblennius steindachneri,Blenniidae,3
506002952,Plagiotremus azaleus,Blenniidae,5
506002952,Sargocentron suborbitalis,Holocentridae,76
