SITECODE,SITE,SITELAT,SITELONG,COUNTRY,ECOREGION,SURVEYDATE,SURVEYID,DEPTH,WATER TEMPERATURE.F,pH,SALINITY (parts per 1000)
RED6,Big Gotta,23.41057,35.93071,Egypt,Northern and Central Red Sea,8/2/2011,20003010,6,75,8,35.7
RED7,St Johns Caves,23.63558,35.82552,Egypt,Northern and Central Red Sea,8/2/2011,20003011,5,80,8.2,34
RED8,Sataya,24.15678,35.71164,Egypt,Northern and Central Red Sea,8/2/2011,20003012,5,74,8.1,35.8
RED10,Abu Galawa,24.25309,35.5399,Egypt,Northern and Central Red Sea,8/3/2011,20003013,9,73,7.9,35.7
RED11,El Sheliniat Reef,24.67004,35.13316,Egypt,Northern and Central Red Sea,8/3/2011,20003014,6,80,8,36.9
RED9,Claudia,24.21989,35.61184,Egypt,Northern and Central Red Sea,8/3/2011,20003015,7,77,8.2,36.4
RED12,Gotta Sharm,24.78735,35.18158,Egypt,Northern and Central Red Sea,8/4/2011,20003016,8,84,7.8,36.4
RED13,Gotta Marsa Alam,25.0712,34.93801,Egypt,Northern and Central Red Sea,8/4/2011,20003017,7,81,7.8,34.9
SOL1,NusaTupe,-8.09965,156.86837,Solomon Islands,Solomon Archipelago,8/12/2011,912342035,6.5,78,7.9,35.4
SOL2,Makuti,-8.13474,156.96666,Solomon Islands,Solomon Archipelago,8/13/2011,912342034,6.5,79,7.9,35.1
SI9,Turtle cove,-30.24208,153.17998,Australia,Tweed-Moreton,8/14/2011,912340289,10,78,7.8,34.9
SI9,Turtle cove,-30.24208,153.17998,Australia,Tweed-Moreton,8/14/2011,912340292,8,78,7.9,36.2
SOL5,Ayland blo Rego,-8.0252,156.79948,Solomon Islands,Solomon Archipelago,8/14/2011,912342031,4.3,77,8.2,36.4
SOL4,Njari,-8.01299,156.75628,Solomon Islands,Solomon Archipelago,8/14/2011,912342032,4,79,8.1,34.3
SOL3,One Tree Island,-8.11317,156.91073,Solomon Islands,Solomon Archipelago,8/14/2011,912342033,4,80,8.1,35.8
MED25,Isla del Toro,39.46264,2.47249,Spain,Western Mediterranean,8/19/2011,34003019,9,77,8.1,34.7
MED26,Isla del Sech,39.47842,2.5403,Spain,Western Mediterranean,8/19/2011,34003020,6,82,8.2,36.8
MED25,Isla del Toro,39.46264,2.47249,Spain,Western Mediterranean,8/19/2011,34003930,8,74,7.9,35.2
MED26,Isla del Sech,39.47842,2.5403,Spain,Western Mediterranean,8/19/2011,34003931,5,76,8,35.6
MED27,The Bridge,39.87156,3.154282,Spain,Western Mediterranean,8/23/2011,34003021,4.5,77,7.8,35
MED28,Cala Rajada,39.710261,3.466233,Spain,Western Mediterranean,8/23/2011,34003022,5,82,7.8,36.2
PS18,Tomaree Head Tubes,-32.71161,152.18483,Australia,Manning-Hawkesbury,9/9/2011,912340242,7,79,8.2,34.3
NIUE1,Atavelu,-19.12596,-169.91409,Niue,Tonga Islands,9/11/2011,683003147,3,82,8.1,36
NIUE2,Atavelu2,-19.12598,-169.91349,Niue,Tonga Islands,9/11/2011,683003148,2.5,73,8,35.4
NIUE3,Alofi,-19.05676,-169.92366,Niue,Tonga Islands,9/12/2011,683003149,3,73,8,35.9
NIUE3,Alofi,-19.05676,-169.92366,Niue,Tonga Islands,9/12/2011,683003932,2.5,82,8.2,35.7
NIUE4,Atavelu coral garden,-19.12953,-169.91762,Niue,Tonga Islands,9/13/2011,683003150,3,82,8.1,35.3
NIUE4,Atavelu coral garden,-19.12953,-169.91762,Niue,Tonga Islands,9/13/2011,683003933,2.5,79,8.1,35
NIUE5,Limu Pool  Namukulu,-18.97603,-169.89648,Niue,Tonga Islands,9/14/2011,683003151,1.6,81,7.8,34.4
NIUE5,Limu Pool  Namukulu,-18.97603,-169.89648,Niue,Tonga Islands,9/14/2011,683003934,1.5,75,8.1,35.4
NIUE6,Chimney,-19.0612,-169.9316,Niue,Tonga Islands,9/15/2011,683003152,10,75,7.8,34
NIUE7,Bubble Cave,-19.0618,-169.933,Niue,Tonga Islands,9/15/2011,683003153,10,82,8,36.2
NZ12,Leigh,-36.26817,174.79579,New Zealand,Northeastern New Zealand,9/17/2011,64003165,3,73,8,36.4
NZ12,Leigh,-36.26817,174.79579,New Zealand,Northeastern New Zealand,9/17/2011,64003935,2,76,7.8,34.4
SI19,SW Solitary,-30.15932,153.2257,Australia,Tweed-Moreton,9/17/2011,912340291,10,75,8.1,35.4
SI19,SW Solitary,-30.15932,153.2257,Australia,Tweed-Moreton,9/17/2011,912340293,10.5,81,7.8,35.6
UK1,Broad Craig,55.89949,-2.1276,United Kingdom,North Sea,9/23/2011,44003076,9,84,8.2,35.3
UK2,Big Green Carr,55.90013,-2.12728,United Kingdom,North Sea,9/23/2011,44003077,10,73,8.1,35.8
UK1,Broad Craig,55.89949,-2.1276,United Kingdom,North Sea,9/23/2011,44003936,5,77,8,37
UK2,Big Green Carr,55.90013,-2.12728,United Kingdom,North Sea,9/23/2011,44003937,9,81,7.8,34.2
UK3,Greenends Gully,55.87536,-2.08297,United Kingdom,North Sea,9/24/2011,44003078,9,78,8.1,34.5
UK4,Eyemouth2,55.87529,-2.08007,United Kingdom,North Sea,9/24/2011,44003079,11,73,7.9,35
UK3,Greenends Gully,55.87536,-2.08297,United Kingdom,North Sea,9/24/2011,44003938,8,75,7.8,36.6
UK4,Eyemouth2,55.87529,-2.08007,United Kingdom,North Sea,9/24/2011,44003939,10,78,8.1,36.2
PNG9,Walindi House North,-5.43439,150.087243,Papua New Guinea,Bismarck Sea,9/24/2011,912342386,5,79,7.9,36.2
UK5,Cathedral Rock,55.89913,-2.12552,United Kingdom,North Sea,9/25/2011,44003080,12,81,8.1,34.8
UK6,Seagull Rock,55.90048,-2.12963,United Kingdom,North Sea,9/25/2011,44003081,10,74,8.2,36.3
UK5,Cathedral Rock,55.89913,-2.12552,United Kingdom,North Sea,9/25/2011,44003940,10,77,7.8,34.2
UK6,Seagull Rock,55.90048,-2.12963,United Kingdom,North Sea,9/25/2011,44003941,7,82,7.8,35.9
SI2,Anemone Bay N Solitary Is,-29.92314,153.38809,Australia,Tweed-Moreton,10/1/2011,912340295,10,83,7.9,37
UK7,13 Steps W,56.54508,-5.27677,United Kingdom,Celtic Seas,10/2/2011,44003082,9,82,7.8,34.6
UK7,13 Steps W,56.54508,-5.27677,United Kingdom,Celtic Seas,10/2/2011,44003942,4,76,7.8,36.6
UK7,13 Steps W,56.54508,-5.27677,United Kingdom,Celtic Seas,10/2/2011,44003943,8,79,8.1,34.1
UK8,Slates,56.67878,-5.14523,United Kingdom,Celtic Seas,10/3/2011,44003083,10,80,8,34.1
UK8,Slates,56.67878,-5.14523,United Kingdom,Celtic Seas,10/3/2011,44003944,4,73,8,35.3
UK8,Slates,56.67878,-5.14523,United Kingdom,Celtic Seas,10/3/2011,44003945,5,74,7.9,35.5
UK8,Slates,56.67878,-5.14523,United Kingdom,Celtic Seas,10/3/2011,44003946,9,78,8.1,34.2
UK10,Creagan Bridge,56.54701,-5.28828,United Kingdom,Celtic Seas,10/4/2011,44003084,4,80,7.9,35.9
UK9,Bonawe Point,56.44742,-5.22869,United Kingdom,Celtic Seas,10/4/2011,44003085,5,75,7.9,35.3
UK10,Creagan Bridge,56.54701,-5.28828,United Kingdom,Celtic Seas,10/4/2011,44003947,3.5,79,7.9,34.6
UK9,Bonawe Point,56.44742,-5.22869,United Kingdom,Celtic Seas,10/4/2011,44003948,4,74,8.1,34.4
CAN2,La Caleta Este,27.8003,-17.88635,Spain,Azores Canaries Madeira,10/10/2011,34003024,17,78,8.2,35.7
CAN3,La Caleta SW,27.79932,-17.88882,Spain,Azores Canaries Madeira,10/10/2011,34003025,8,83,8.2,36
CAN2,La Caleta Este,27.8003,-17.88635,Spain,Azores Canaries Madeira,10/10/2011,34003950,6,76,8.2,34.1
CAN2,La Caleta Este,27.8003,-17.88635,Spain,Azores Canaries Madeira,10/10/2011,34003951,13,74,8,36.1
CAN3,La Caleta SW,27.79932,-17.88882,Spain,Azores Canaries Madeira,10/10/2011,34003952,5,78,7.8,34.9
CAN3,La Caleta SW,27.79932,-17.88882,Spain,Azores Canaries Madeira,10/10/2011,34003953,7,78,8,36.1
CAN4,Puerto Naos,27.64554,-17.99875,Spain,Azores Canaries Madeira,10/11/2011,34003026,17,82,8.1,36.8
CAN5,Punta Fraile,27.63995,-17.99556,Spain,Azores Canaries Madeira,10/11/2011,34003027,17,74,7.8,34.7
CAN6,El Guincho,27.64651,-18,Spain,Azores Canaries Madeira,10/11/2011,34003028,12,84,7.8,34.9
CAN4,Puerto Naos,27.64554,-17.99875,Spain,Azores Canaries Madeira,10/11/2011,34003954,8,75,7.9,34.3
CAN4,Puerto Naos,27.64554,-17.99875,Spain,Azores Canaries Madeira,10/11/2011,34003955,9,76,7.8,36.6
CAN5,Punta Fraile,27.63995,-17.99556,Spain,Azores Canaries Madeira,10/11/2011,34003956,9,84,8.1,36.4
CAN5,Punta Fraile,27.63995,-17.99556,Spain,Azores Canaries Madeira,10/11/2011,34003957,10,82,8,35.8
CAN6,El Guincho,27.64651,-18,Spain,Azores Canaries Madeira,10/11/2011,34003958,8,82,8.2,35.3
CAN6,El Guincho,27.64651,-18,Spain,Azores Canaries Madeira,10/11/2011,34003959,10,83,8,34.4
CAN7,Puerto de la Cruz offshore,28.42213,-16.55349,Spain,Azores Canaries Madeira,10/13/2011,34003029,13,79,8.1,36.7
CAN8,Puerto de la Cruz inshore,28.42147,-16.55299,Spain,Azores Canaries Madeira,10/13/2011,34003030,11,74,8.1,34.6
CAN9,Simple Reef,28.41944,-16.53035,Spain,Azores Canaries Madeira,10/13/2011,34003031,9,82,8.2,36.4
CAN7,Puerto de la Cruz offshore,28.42213,-16.55349,Spain,Azores Canaries Madeira,10/13/2011,34003960,12,78,8.2,34.9
CAN8,Puerto de la Cruz inshore,28.42147,-16.55299,Spain,Azores Canaries Madeira,10/13/2011,34003961,10,80,8.1,35
CAN9,Simple Reef,28.41944,-16.53035,Spain,Azores Canaries Madeira,10/13/2011,34003962,8,83,8.2,35.2
BMP-S25,Bingie Bingie Point,-36.0129,150.16603,Australia,Cape Howe,10/22/2011,912340141,5.3,84,7.8,36.6
BMP-S25,Bingie Bingie Point,-36.0129,150.16603,Australia,Cape Howe,10/22/2011,912340142,5.2,84,8.1,35.6
BMP-S24,Bingie Bingie Point Nth,-36.01152,150.16517,Australia,Cape Howe,10/22/2011,912340143,10.3,79,8.2,35.8
BMP-S24,Bingie Bingie Point Nth,-36.01152,150.16517,Australia,Cape Howe,10/22/2011,912340144,10.2,74,8.2,34.5
BMP-S24,Bingie Bingie Point Nth,-36.01152,150.16517,Australia,Cape Howe,10/22/2011,912340183,10.1,80,8,36.7
BMP-S24,Bingie Bingie Point Nth,-36.01152,150.16517,Australia,Cape Howe,10/22/2011,912340184,10,73,8.1,34.9
BMP-S25,Bingie Bingie Point,-36.0129,150.16603,Australia,Cape Howe,10/22/2011,912340185,5.1,81,8,36.7
BMP-S25,Bingie Bingie Point,-36.0129,150.16603,Australia,Cape Howe,10/22/2011,912340186,5,84,7.9,35.4
PNG1,Anne Sophie's,-5.09096,150.19649,Papua New Guinea,Bismarck Sea,10/26/2011,912342379,6,83,8,35.2
PNG2,Charmaine's Reef,-5.23625,150.106283,Papua New Guinea,Bismarck Sea,10/26/2011,912342380,5,78,7.9,35.1
PNG6,North Ema,-5.155914,150.159759,Papua New Guinea,Bismarck Sea,10/27/2011,912342384,5,74,7.8,34.7
PNG7,Restorf Island,-5.233865,150.102617,Papua New Guinea,Bismarck Sea,10/28/2011,912342388,1.5,77,8.2,34.5
PNG4,Inglis Shoal,-5.236483,150.171483,Papua New Guinea,Bismarck Sea,10/29/2011,912342382,15,77,8.1,34
PNG8,Susan's Reef,-5.2918,150.131117,Papua New Guinea,Bismarck Sea,10/29/2011,912342385,8,73,8.1,34.8
PNG3,Donna's Reef,-5.30049,150.10766,Papua New Guinea,Bismarck Sea,10/30/2011,912342381,10,76,8.1,35.9
PNG5,Kirsty-Jane's,-5.298228,150.159759,Papua New Guinea,Bismarck Sea,10/30/2011,912342383,7,82,7.8,36.5
BMP-S22,Garden Point,-35.78389,150.23465,Australia,Cape Howe,11/2/2011,912340149,5.3,79,8.2,35
BMP-S22,Garden Point,-35.78389,150.23465,Australia,Cape Howe,11/2/2011,912340150,5.2,73,7.9,34.3
BMP-S23,Lilli Pilli North,-35.77133,150.23295,Australia,Cape Howe,11/2/2011,912340151,5.3,78,8.2,36
BMP-S23,Lilli Pilli North,-35.77133,150.23295,Australia,Cape Howe,11/2/2011,912340152,5.2,73,8.1,37
BMP-S22,Garden Point,-35.78389,150.23465,Australia,Cape Howe,11/2/2011,912340191,5,74,7.9,34.6
BMP-S22,Garden Point,-35.78389,150.23465,Australia,Cape Howe,11/2/2011,912340192,5.1,80,7.9,36.7
BMP-S23,Lilli Pilli North,-35.77133,150.23295,Australia,Cape Howe,11/2/2011,912340193,5,74,8.2,36.5
BMP-S23,Lilli Pilli North,-35.77133,150.23295,Australia,Cape Howe,11/2/2011,912340194,5.1,83,8.1,35.2
TAS79,Primrose Sands,-42.898093,147.668991,Australia,Bassian,11/6/2011,912340294,5,84,7.8,34.5
PNG10,Kabaira House 1,-4.241945,152.01956,Papua New Guinea,Bismarck Sea,11/6/2011,912342387,4,82,7.9,37
PS22,Boondelbah Island North,-32.70475,152.22883,Australia,Manning-Hawkesbury,11/11/2011,912340251,7,74,8.1,34.2
PS35,Coral Gardens,-32.68551,152.22244,Australia,Manning-Hawkesbury,11/11/2011,912340252,4,80,7.8,35.4
PS27,Boat Harbour South,-32.789201,152.112503,Australia,Manning-Hawkesbury,11/13/2011,912340226,3.5,78,7.8,34.1
PS27,Boat Harbour South,-32.789201,152.112503,Australia,Manning-Hawkesbury,11/13/2011,912340253,8,83,8,34
PS8,Fingal Island South,-32.74928,152.18487,Australia,Manning-Hawkesbury,11/19/2011,912340234,6,73,8,36.5
PPB54,Unknown Wreck Reef,-38.15652,144.720433,Australia,Bassian,11/21/2011,912340274,3,83,8.1,36.5
PPB34,Governors Reef,-38.14875,144.72336,Australia,Bassian,11/21/2011,912340280,2,82,8,36.9
PPB41,Portsea Bay Reef,-38.31745,144.71023,Australia,Bassian,11/23/2011,912340281,2,77,7.9,35.3
PPB55,Blairgowrie Breakwater,-38.35495,144.77223,Australia,Bassian,11/23/2011,912340282,6,74,7.8,37
BMP-S18,Yellow Rock,-35.72811,150.26449,Australia,Cape Howe,11/28/2011,912340153,10.3,78,8.2,35.1
BMP-S18,Yellow Rock,-35.72811,150.26449,Australia,Cape Howe,11/28/2011,912340154,10.2,81,7.8,36.9
BMP-S19,North Head,-35.72235,150.27453,Australia,Cape Howe,11/28/2011,912340155,5.3,73,8,34.1
BMP-S19,North Head,-35.72235,150.27453,Australia,Cape Howe,11/28/2011,912340156,5.2,76,8,34.3
BMP-S20,Acron Ledge,-35.7203,150.24789,Australia,Cape Howe,11/28/2011,912340157,5.3,83,7.9,34.8
BMP-S20,Acron Ledge,-35.7203,150.24789,Australia,Cape Howe,11/28/2011,912340158,5.2,84,7.9,34.2
BMP-S18,Yellow Rock,-35.72811,150.26449,Australia,Cape Howe,11/28/2011,912340195,10,83,8.2,36.1
BMP-S18,Yellow Rock,-35.72811,150.26449,Australia,Cape Howe,11/28/2011,912340196,10.1,83,7.9,34.4
BMP-S19,North Head,-35.72235,150.27453,Australia,Cape Howe,11/28/2011,912340197,5,73,8.1,35.2
BMP-S19,North Head,-35.72235,150.27453,Australia,Cape Howe,11/28/2011,912340198,5.1,75,8.1,36.4
BMP-S20,Acron Ledge,-35.7203,150.24789,Australia,Cape Howe,11/28/2011,912340199,5,73,7.8,37
BMP-S20,Acron Ledge,-35.7203,150.24789,Australia,Cape Howe,11/28/2011,912340200,5.1,77,7.9,36.5
CAN11,Las Teresitas,28.5085,-16.1811,Spain,Azores Canaries Madeira,12/8/2011,912340438,4.7,79,8.2,36.7
CAN11,Las Teresitas,28.5085,-16.1811,Spain,Azores Canaries Madeira,12/8/2011,912340440,5,80,7.9,35
CAN1,El Poris,28.164429,-16.428869,Spain,Azores Canaries Madeira,12/9/2011,912340430,2.5,82,7.9,34.3
CAN1,El Poris,28.164429,-16.428869,Spain,Azores Canaries Madeira,12/9/2011,912340431,3,83,7.9,37
CAN1,El Poris,28.164429,-16.428869,Spain,Azores Canaries Madeira,12/9/2011,912340436,4.5,74,8.1,36
CAN1,El Poris,28.164429,-16.428869,Spain,Azores Canaries Madeira,12/9/2011,912340442,7,80,8.1,34.4
CAN12,Abades,28.14238,-16.4387,Spain,Azores Canaries Madeira,12/10/2011,912340432,3.5,74,8.1,34.4
CAN12,Abades,28.14238,-16.4387,Spain,Azores Canaries Madeira,12/10/2011,912340435,3,75,8,36.1
CAN10,Radazul,28.40099,-16.32476,Spain,Azores Canaries Madeira,12/11/2011,912340437,4.5,77,8.1,36.8
CAN10,Radazul,28.40099,-16.32476,Spain,Azores Canaries Madeira,12/11/2011,912340439,5,73,8,34.2
CAN13,Las Eras,28.192738,-16.422344,Spain,Azores Canaries Madeira,12/12/2011,912340433,13,73,8.2,36.9
CAN13,Las Eras,28.192738,-16.422344,Spain,Azores Canaries Madeira,12/12/2011,912340434,6,80,8.1,34.8
CAN13,Las Eras,28.192738,-16.422344,Spain,Azores Canaries Madeira,12/12/2011,912340441,7,81,8,36.4
CAN13,Las Eras,28.192738,-16.422344,Spain,Azores Canaries Madeira,12/12/2011,912340443,13.5,73,8.2,34.6
NIC1,Punta Clavo,11.10951667,-85.78046667,Nicaragua,Chiapas-Nicaragua,12/12/2011,912342223,11,81,7.9,34.9
NIC2,La Cocinera,11.10745,-85.77316667,Nicaragua,Chiapas-Nicaragua,12/12/2011,912342224,7,73,8,34.6
NIC3,El Chinflonazo,11.11445,-85.78568333,Nicaragua,Chiapas-Nicaragua,12/13/2011,912342205,8,80,8.1,34.6
NIC4,Bajo del Tigre,11.12183333,-85.79685,Nicaragua,Chiapas-Nicaragua,12/13/2011,912342206,12,83,8.1,36.4
NIC5,Chicarias Abajo,11.13161667,-85.80593333,Nicaragua,Chiapas-Nicaragua,12/13/2011,912342207,7,83,7.9,37
NIC5,Chicarias Abajo,11.13161667,-85.80593333,Nicaragua,Chiapas-Nicaragua,12/13/2011,912342208,13,80,8.1,35.1
NIC4,Bajo del Tigre,11.12183333,-85.79685,Nicaragua,Chiapas-Nicaragua,12/13/2011,912342209,7,76,8.1,35.1
NIC7,Paloma Sur,11.18911667,-85.83931667,Nicaragua,Chiapas-Nicaragua,12/14/2011,912342210,13,83,7.8,34.6
NIC7,Paloma Sur,11.18911667,-85.83931667,Nicaragua,Chiapas-Nicaragua,12/14/2011,912342211,7,77,8,36.3
NIC11,El Ancla,11.26068333,-85.8922,Nicaragua,Chiapas-Nicaragua,12/15/2011,912342212,12,73,7.8,36.2
NIC11,El Ancla,11.26068333,-85.8922,Nicaragua,Chiapas-Nicaragua,12/15/2011,912342213,7,82,7.8,36
NIC9,Pe帶 Rota Sur,11.22128333,-85.85401667,Nicaragua,Chiapas-Nicaragua,12/15/2011,912342214,6,78,8.1,36.3
NIC10,Pe帶 Rota Norte,11.23401667,-85.86903333,Nicaragua,Chiapas-Nicaragua,12/15/2011,912342215,11,79,7.8,36.7
NIC10,Pe帶 Rota Norte,11.23401667,-85.86903333,Nicaragua,Chiapas-Nicaragua,12/15/2011,912342216,7,79,8.2,35.1
NIC12,Nacas Colo,11.27203333,-85.90358333,Nicaragua,Chiapas-Nicaragua,12/15/2011,912342217,11,82,7.9,34.5
NIC12,Nacas Colo,11.27203333,-85.90358333,Nicaragua,Chiapas-Nicaragua,12/15/2011,912342218,7,77,8.2,34.5
NIC13,Marsella,11.28158333,-85.90665,Nicaragua,Chiapas-Nicaragua,12/16/2011,912342219,10,76,8.1,34.9
NIC13,Marsella,11.28158333,-85.90665,Nicaragua,Chiapas-Nicaragua,12/16/2011,912342220,6,84,7.8,36.7
NIC14,Majahual,11.2951,-85.92125,Nicaragua,Chiapas-Nicaragua,12/16/2011,912342221,10,81,8.2,34.7
NIC14,Majahual,11.2951,-85.92125,Nicaragua,Chiapas-Nicaragua,12/16/2011,912342222,6,84,7.9,34.7
BMP-S16,Jimmies Island,-35.81672,150.2343,Australia,Cape Howe,12/18/2011,912340159,5.3,73,8,34.2
BMP-S16,Jimmies Island,-35.81672,150.2343,Australia,Cape Howe,12/18/2011,912340160,5.2,76,8.1,35
BMP-S17,Pretty Point,-35.80453,150.23347,Australia,Cape Howe,12/18/2011,912340161,5.2,79,8.1,34.4
BMP-S17,Pretty Point,-35.80453,150.23347,Australia,Cape Howe,12/18/2011,912340162,5.3,74,8,35.3
BMP-S14,West Longnose Point,-35.83457,150.20885,Australia,Cape Howe,12/18/2011,912340163,5.2,74,7.8,36.5
BMP-S14,West Longnose Point,-35.83457,150.20885,Australia,Cape Howe,12/18/2011,912340164,5.3,75,8,36.1
BMP-S16,Jimmies Island,-35.81672,150.2343,Australia,Cape Howe,12/18/2011,912340201,5,78,8,36
BMP-S16,Jimmies Island,-35.81672,150.2343,Australia,Cape Howe,12/18/2011,912340202,5.1,76,8.1,34.3
BMP-S17,Pretty Point,-35.80453,150.23347,Australia,Cape Howe,12/18/2011,912340203,5,84,7.9,36.3
BMP-S17,Pretty Point,-35.80453,150.23347,Australia,Cape Howe,12/18/2011,912340204,5.1,84,8,35.7
BMP-S14,West Longnose Point,-35.83457,150.20885,Australia,Cape Howe,12/18/2011,912340205,5,76,8.2,37
BMP-S14,West Longnose Point,-35.83457,150.20885,Australia,Cape Howe,12/18/2011,912340206,5.1,81,8.1,34.1
PS9,Barrys Park,-32.74881,152.1746,Australia,Manning-Hawkesbury,1/3/2012,912340296,7,83,7.8,34.5
CAN15,Punta Prieta,28.274556,-16.383275,Spain,Azores Canaries Madeira,1/7/2012,912342046,5.8,81,7.9,34.7
CAN15,Punta Prieta,28.274556,-16.383275,Spain,Azores Canaries Madeira,1/7/2012,912342047,6,82,7.9,36.2
CAN15,Punta Prieta,28.274556,-16.383275,Spain,Azores Canaries Madeira,1/7/2012,912342048,8.1,81,8,34.1
CAN15,Punta Prieta,28.274556,-16.383275,Spain,Azores Canaries Madeira,1/7/2012,912342049,6.7,77,7.9,34.6
PS40,Dutchies,-32.718401,152.133828,Australia,Manning-Hawkesbury,1/8/2012,912340309,6,76,8.1,36.4
BMP-S28,Richmond Point,-35.69019,150.29786,Australia,Cape Howe,1/10/2012,912340165,5.3,84,7.9,36.6
BMP-S28,Richmond Point,-35.69019,150.29786,Australia,Cape Howe,1/10/2012,912340166,5.2,78,8.2,34.3
BMP-S27,Flat Rock South,-35.68546,150.30408,Australia,Cape Howe,1/10/2012,912340167,5.3,82,8.1,36.1
BMP-S27,Flat Rock South,-35.68546,150.30408,Australia,Cape Howe,1/10/2012,912340168,5.2,80,8,34.2
BMP-S29,Wasp Island,-35.66796,150.31036,Australia,Cape Howe,1/10/2012,912340169,5.3,81,8.2,36.5
BMP-S29,Wasp Island,-35.66796,150.31036,Australia,Cape Howe,1/10/2012,912340170,5.2,80,8,35.9
BMP-S28,Richmond Point,-35.69019,150.29786,Australia,Cape Howe,1/10/2012,912340207,5,84,8.2,35.2
BMP-S28,Richmond Point,-35.69019,150.29786,Australia,Cape Howe,1/10/2012,912340208,5.1,82,7.9,36.7
BMP-S27,Flat Rock South,-35.68546,150.30408,Australia,Cape Howe,1/10/2012,912340209,5,78,7.8,35.4
BMP-S27,Flat Rock South,-35.68546,150.30408,Australia,Cape Howe,1/10/2012,912340210,5.1,75,8,34.5
BMP-S29,Wasp Island,-35.66796,150.31036,Australia,Cape Howe,1/10/2012,912340211,5,82,8,36.9
BMP-S29,Wasp Island,-35.66796,150.31036,Australia,Cape Howe,1/10/2012,912340212,5.1,73,7.9,36.6
BMP-S15,Burrewarra Point,-35.83132,150.23347,Australia,Cape Howe,1/13/2012,912340171,10.3,75,7.8,36.4
BMP-S15,Burrewarra Point,-35.83132,150.23347,Australia,Cape Howe,1/13/2012,912340172,10.2,74,7.8,35.3
BMP-S37,Broulee Is South,-35.86214,150.18729,Australia,Cape Howe,1/13/2012,912340173,5.3,79,7.8,35.6
BMP-S37,Broulee Is South,-35.86214,150.18729,Australia,Cape Howe,1/13/2012,912340174,5.2,78,8,36.1
BMP-S13,Broulee North,-35.85507,150.19207,Australia,Cape Howe,1/13/2012,912340175,5.3,84,8,34.4
BMP-S13,Broulee North,-35.85507,150.19207,Australia,Cape Howe,1/13/2012,912340176,5.2,80,7.9,34.2
BMP-S15,Burrewarra Point,-35.83132,150.23347,Australia,Cape Howe,1/13/2012,912340213,10,74,8,36
BMP-S15,Burrewarra Point,-35.83132,150.23347,Australia,Cape Howe,1/13/2012,912340214,10.1,83,8,36.4
BMP-S37,Broulee Is South,-35.86214,150.18729,Australia,Cape Howe,1/13/2012,912340215,5,76,7.8,34.8
BMP-S37,Broulee Is South,-35.86214,150.18729,Australia,Cape Howe,1/13/2012,912340216,5.1,84,7.8,35.3
BMP-S13,Broulee North,-35.85507,150.19207,Australia,Cape Howe,1/13/2012,912340217,5,77,8.1,36.7
BMP-S13,Broulee North,-35.85507,150.19207,Australia,Cape Howe,1/13/2012,912340218,5.1,84,7.9,34.9
MIR1,Stapleton Point,-42.59278,147.9305,Australia,Bassian,1/14/2012,912340037,7,76,8.1,35.2
MIR1,Stapleton Point,-42.59278,147.9305,Australia,Bassian,1/14/2012,912340038,14.5,74,7.9,36.3
MIR1,Stapleton Point,-42.59278,147.9305,Australia,Bassian,1/14/2012,912340039,9.8,83,8.2,35.9
MIR1,Stapleton Point,-42.59278,147.9305,Australia,Bassian,1/14/2012,912340040,8,73,8.1,36.6
CAN16,Teno Norte,28.3416,-16.9198,Spain,Azores Canaries Madeira,1/14/2012,912342036,5,80,8.1,36.3
CAN17,Teno Sur,28.3423,-16.9179,Spain,Azores Canaries Madeira,1/14/2012,912342037,4,82,8,37
CAN16,Teno Norte,28.3416,-16.9198,Spain,Azores Canaries Madeira,1/14/2012,912342038,8.5,77,7.9,34
CAN17,Teno Sur,28.3423,-16.9179,Spain,Azores Canaries Madeira,1/14/2012,912342039,6.1,82,8.2,34.6
CAN16,Teno Norte,28.3416,-16.9198,Spain,Azores Canaries Madeira,1/14/2012,912342040,4.1,74,8,35.8
CAN16,Teno Norte,28.3416,-16.9198,Spain,Azores Canaries Madeira,1/14/2012,912342041,4,79,8,37
CAN16,Teno Norte,28.3416,-16.9198,Spain,Azores Canaries Madeira,1/14/2012,912342042,8.6,75,7.8,35
CAN16,Teno Norte,28.3416,-16.9198,Spain,Azores Canaries Madeira,1/14/2012,912342043,5.1,75,7.9,37
CAN18,Faro de Teno,28.3429,-16.9213,Spain,Azores Canaries Madeira,1/14/2012,912342044,3,78,7.8,35.5
CAN17,Teno Sur,28.3423,-16.9179,Spain,Azores Canaries Madeira,1/14/2012,912342045,6,80,7.9,36.7
MIR-S12,Four Mile Reef,-42.6025,148.046279,Australia,Bassian,1/15/2012,912340041,5.3,74,8.2,35.1
MIR-S12,Four Mile Reef,-42.6025,148.046279,Australia,Bassian,1/15/2012,912340042,5.2,74,8.1,34.3
MIR-S12,Four Mile Reef,-42.6025,148.046279,Australia,Bassian,1/15/2012,912340043,5.1,80,7.9,37
MIR-S12,Four Mile Reef,-42.6025,148.046279,Australia,Bassian,1/15/2012,912340044,5,81,8.1,35
MIR-S15,Return Point,-42.62899,148.024307,Australia,Bassian,1/15/2012,912340045,5.2,84,7.8,36.9
MIR-S15,Return Point,-42.62899,148.024307,Australia,Bassian,1/15/2012,912340046,5.3,82,7.8,36.6
MIR-S15,Return Point,-42.62899,148.024307,Australia,Bassian,1/15/2012,912340047,5,76,8.2,36.3
