event_uuid,locationID,locality,decimalLatitude,decimalLongitude,country,higherGeography,eventDate,fieldNumber,minimumDepthInMeters,WATER.TEMPERATURE.F,WATER.TEMPERATURE.F_detBy,WATER.TEMPERATURE.F_unit,WATER.TEMPERATURE.F_accuracy,WATER.TEMPERATURE.F_method,pH,pH_detBy,pH_unit,pH_accuracy,pH_detDate,pH_method,pH_remarks,SALINITY.parts.per.1000,SALINITY.parts.per.1000_detBy,SALINITY.parts.per.1000_unit,SALINITY.parts.per.1000_accuracy,SALINITY.parts.per.1000_detDate,SALINITY.parts.per.1000_method,SALINITY.parts.per.1000_remarks
8cd83400-7a68-11e6-bb23-23fbc77e3390,ETP5,Pachequilla Este,8.67322,-79.06106,Panama,Panama Bight,4/10/2011,507003798,4,80,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
8ccf0a9e-7a68-11e6-bb23-23fbc77e3390,KI20,Cassini East,-35.584,137.306,Australia,South Australian Gulfs,3/15/2010,5000333,7.5,84,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8cc82c30-7a68-11e6-bb23-23fbc77e3390,PS2,Nth Shark Gutters,-32.6183,152.33433,Australia,Manning-Hawkesbury,5/8/2009,2001125,9,73,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8ccf7fe6-7a68-11e6-bb23-23fbc77e3390,JBMP-S3,The Docks Inner Tubes,-35.07993,150.79299,Australia,Cape Howe,3/28/2010,2001537,5.4,79,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,34.3,QQ,ppt,0.1,NA,NA,NA
8cbf29b6-7a68-11e6-bb23-23fbc77e3390,TAS69,SE Prime Seal,-40.09146,147.75906,Australia,Cape Howe,1/28/2008,7000569,6,80,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.9,QQ,ppt,0.1,NA,NA,NA
8ccd5ca4-7a68-11e6-bb23-23fbc77e3390,DE36,Tranmere Point,-42.93042,147.40926,Australia,Bassian,2/10/2010,7000481,3,77,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8cda0916-7a68-11e6-bb23-23fbc77e3390,BMP7,Potato Point Spud #1,-36.09226,150.14688,Australia,Cape Howe,5/21/2011,2002821,16,82,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8ccb611a-7a68-11e6-bb23-23fbc77e3390,JMP-S10,North Tail,-30.2645,114.975,Australia,Houtman,11/28/2009,6002253,6,79,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36,QQ,ppt,0.1,NA,NA,NA
8cde01ed-7a68-11e6-bb23-23fbc77e3390,PPB41,Portsea Bay Reef,-38.31745,144.71023,Australia,Bassian,11/23/2011,912340281,2,77,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cd0b89e-7a68-11e6-bb23-23fbc77e3390,NMP-B3,Bundegi,-21.82729,114.1801,Australia,Exmouth to Broome,5/27/2010,6002108,5,80,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cc396d9-7a68-11e6-bb23-23fbc77e3390,TAS48,Waterfall Bay,-43.06085,147.94791,Australia,Bassian,1/3/2009,7000621,6,83,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.1,QQ,ppt,0.1,NA,NA,NA
8cc768bc-7a68-11e6-bb23-23fbc77e3390,WA15,Canal Rocks,-33.66929,114.99599,Australia,Leeuwin,4/10/2009,6001973,4.5,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.5,QQ,ppt,0.1,NA,NA,NA
8cdf1380-7a68-11e6-bb23-23fbc77e3390,BMP-S28,Richmond Point,-35.69019,150.29786,Australia,Cape Howe,1/10/2012,912340207,5,84,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8ccce761-7a68-11e6-bb23-23fbc77e3390,PPB7,Portarlington Pier,-38.11053,144.65227,Australia,Bassian,1/20/2010,3000083,1.8,80,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8cec8374-7a68-11e6-bb23-23fbc77e3390,PAC149,Black Rock,-37.51932,177.16718,New Zealand,Northeastern New Zealand,11/22/2012,912342874,18,83,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8ceb23af-7a68-11e6-bb23-23fbc77e3390,CS13,NE Herald Back Reef,-16.92822,149.20228,Australia,Coral Sea,10/25/2012,912342272,6,74,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
8ceecdff-7a68-11e6-bb23-23fbc77e3390,PD-S21,Muttonbird Island South,-43.42176819,145.9696198,Australia,Bassian,2/16/2013,912342608,10.1,81,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8cec5c6c-7a68-11e6-bb23-23fbc77e3390,PAC148,Small Volkner Rock,-37.48079,177.12724,New Zealand,Northeastern New Zealand,11/21/2012,912342871,9,74,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8cc8051a-7a68-11e6-bb23-23fbc77e3390,KI15,Harveys Return,-35.745233,136.64697,Australia,South Australian Gulfs,4/30/2009,5000262,6,77,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8cede350-7a68-11e6-bb23-23fbc77e3390,EMR1,Lagoon Inner Wreck Middleton Reef,-29.45103,159.06227,Australia,Lord Howe and Norfolk Islands,1/15/2013,912342462,3.5,83,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.9,QQ,ppt,0.1,NA,NA,NA
8cdec55c-7a68-11e6-bb23-23fbc77e3390,BMP-S17,Pretty Point,-35.80453,150.23347,Australia,Cape Howe,12/18/2011,912340203,5,84,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.3,QQ,ppt,0.1,NA,NA,NA
8cd106c8-7a68-11e6-bb23-23fbc77e3390,WA68,Enderby West Rock,-20.60872,116.46312,Australia,Exmouth to Broome,6/4/2010,6002135,7,84,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cf0f116-7a68-11e6-bb23-23fbc77e3390,KG-S16,Winter Cove inner South Shore,-39.47373962,147.3515778,Australia,Cape Howe,3/28/2013,912342572,10.2,79,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,34.7,QQ,ppt,0.1,NA,NA,NA
8cbf9ef5-7a68-11e6-bb23-23fbc77e3390,WA10,Little boat harbour  Bremer Bay,-34.46863,119.36276,Australia,Leeuwin,2/17/2008,6002315,6.5,78,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8cee7fa4-7a68-11e6-bb23-23fbc77e3390,EMR27,Elizabeth Anchorage East,-29.91731,159.06029,Australia,Lord Howe and Norfolk Islands,1/18/2013,912342456,5,83,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8ce7526b-7a68-11e6-bb23-23fbc77e3390,NMP-S1,Dugong,-22.86905,113.76443,Australia,Ningaloo,7/28/2012,912340579,1.8,74,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.7,QQ,ppt,0.1,NA,NA,NA
8ccd83b8-7a68-11e6-bb23-23fbc77e3390,DE38,Blackmans Bay Blowhole,-42.99837,147.32967,Australia,Bassian,2/11/2010,7000486,5.1,81,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34,QQ,ppt,0.1,NA,NA,NA
8cdca218-7a68-11e6-bb23-23fbc77e3390,MED25,Isla del Toro,39.46264,2.47249,Spain,Western Mediterranean,8/19/2011,34003930,8,74,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cc9da30-7a68-11e6-bb23-23fbc77e3390,SYD29,The Gap,-33.84282,151.28584,Australia,Manning-Hawkesbury,8/3/2009,2000889,9,77,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8cd1ca3e-7a68-11e6-bb23-23fbc77e3390,QLD53,Turtle Beach,-14.65277,145.4505,Australia,Torres Strait Northern Great Barrier Reef,6/24/2010,4000745,6,77,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.7,QQ,ppt,0.1,NA,NA,NA
8cd12de0-7a68-11e6-bb23-23fbc77e3390,WA71,Tims Head,-20.57522,116.54207,Australia,Exmouth to Broome,6/5/2010,6002144,2.5,74,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
8ce7a08e-7a68-11e6-bb23-23fbc77e3390,NMP27,Coral Bay Offshore,-23.13496,113.7404,Australia,Ningaloo,7/31/2012,912340597,15,79,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.9,QQ,ppt,0.1,NA,NA,NA
8ce0735d-7a68-11e6-bb23-23fbc77e3390,RSA4,Windmill North,-34.20011,18.45703,South Africa,Agulhas Bank,2/14/2012,912341778,6,78,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8ce667dd-7a68-11e6-bb23-23fbc77e3390,BON5,Weber's Joy,12.205935,-68.316823,Netherlands Antilles,Southern Caribbean,6/12/2012,912340403,7,76,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cc6a54d-7a68-11e6-bb23-23fbc77e3390,KI3,Kingscote jetty,-35.655381,137.644781,Australia,South Australian Gulfs,3/21/2009,5000272,4.9,73,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.7,QQ,ppt,0.1,NA,NA,NA
8ce99cbd-7a68-11e6-bb23-23fbc77e3390,CS8,Carola Cay,-19.09532,152.38714,Australia,Coral Sea,9/12/2012,912342237,4.5,74,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8cc36fb7-7a68-11e6-bb23-23fbc77e3390,TAS54,Sloping Bay Ref,-42.97259,147.67814,Australia,Bassian,12/15/2008,7000553,2,77,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.8,QQ,ppt,0.1,NA,NA,NA
8cdbde2c-7a68-11e6-bb23-23fbc77e3390,MED6,Scarrupata East,40.7045,13.943233,Italy,Western Mediterranean,7/6/2011,39003913,4.8,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.7,QQ,ppt,0.1,NA,NA,NA
8ce50807-7a68-11e6-bb23-23fbc77e3390,MAL12,Kuda Giri,3.973862,73.491118,Maldives,Maldives,5/12/2012,912340364,6,79,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.9,QQ,ppt,0.1,NA,NA,NA
8cca4f78-7a68-11e6-bb23-23fbc77e3390,JBMP42,Crack Rock,-35.11379,150.77139,Australia,Cape Howe,8/28/2009,2001320,13.5,84,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8cec8375-7a68-11e6-bb23-23fbc77e3390,PAC149,Black Rock,-37.51932,177.16718,New Zealand,Northeastern New Zealand,11/22/2012,912342875,9,77,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cd26693-7a68-11e6-bb23-23fbc77e3390,COR2,Moore Reef,-16.88857,146.191837,Australia,Central and Southern Great Barrier Reef,7/2/2010,4000690,6.1,73,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.9,QQ,ppt,0.1,NA,NA,NA
8cdec55b-7a68-11e6-bb23-23fbc77e3390,BMP-S16,Jimmies Island,-35.81672,150.2343,Australia,Cape Howe,12/18/2011,912340202,5.1,76,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.3,QQ,ppt,0.1,NA,NA,NA
8cefb85c-7a68-11e6-bb23-23fbc77e3390,PD-S15,Shark Jaw,-43.30414963,145.8467255,Australia,Bassian,2/24/2013,912342676,10.3,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.6,QQ,ppt,0.1,NA,NA,NA
8ced9517-7a68-11e6-bb23-23fbc77e3390,KER10,Egeria Rock,-29.24917,-177.89496,New Zealand,Kermadec Island,1/1/2013,912342421,9,84,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.8,QQ,ppt,0.1,NA,NA,NA
8cbfc60e-7a68-11e6-bb23-23fbc77e3390,JBMP20,Plantation Point 2,-35.07156,150.7013,Australia,Cape Howe,3/12/2008,2001566,3,83,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8ce50810-7a68-11e6-bb23-23fbc77e3390,FP26,Motu Tekava Sth,-23.17137,-134.8552,French Polynesia,Tuamotus,5/14/2012,912342121,9.5,80,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8cbf029a-7a68-11e6-bb23-23fbc77e3390,TAS60,Green Bluff,-42.73045,148.01097,Australia,Bassian,1/7/2008,7000601,5,81,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8cd2b4c8-7a68-11e6-bb23-23fbc77e3390,COR8,Gordons Mooring Flynn Reef,-16.73186,146.26677,Australia,Central and Southern Great Barrier Reef,7/4/2010,4000704,10,78,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8cea3917-7a68-11e6-bb23-23fbc77e3390,PAC75,Poor Knights NE bay,-35.44121,174.73471,New Zealand,Northeastern New Zealand,10/2/2012,912342736,22,80,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.4,QQ,ppt,0.1,NA,NA,NA
8cbe3f25-7a68-11e6-bb23-23fbc77e3390,ETP238,Secas E,7.94755,-82.02231667,Panama,Nicoya,3/22/2007,507003548,7,81,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.2,QQ,ppt,0.1,NA,NA,NA
8ce75268-7a68-11e6-bb23-23fbc77e3390,PAC8,Iles de Maria Channel Entrance S,-21.79902,-154.71623,French Polynesia,Southern Cook/Austral Islands,7/27/2012,912341106,16,75,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.6,QQ,ppt,0.1,NA,NA,NA
8ce24874-7a68-11e6-bb23-23fbc77e3390,LHI43,South East Rock,-31.7875,159.28145,Australia,Lord Howe and Norfolk Islands,3/1/2012,912340552,12,80,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8ce41d86-7a68-11e6-bb23-23fbc77e3390,PIT5,Henderson NW point,-24.3374,-128.3449,Pitcairn Islands,Rapa-Pitcairn,4/21/2012,912342191,14,81,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.4,QQ,ppt,0.1,NA,NA,NA
8cc4f6a0-7a68-11e6-bb23-23fbc77e3390,PPB33,Point Nepean Jetty,-38.30255,144.65405,Australia,Bassian,2/10/2009,3000007,3,77,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.1,QQ,ppt,0.1,NA,NA,NA
8cd610be-7a68-11e6-bb23-23fbc77e3390,TAS84,Gulch SW,-41.87563,148.31159,Australia,Bassian,1/16/2011,7002858,6,78,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cc0b015-7a68-11e6-bb23-23fbc77e3390,BMP15,Guerilla Bay Bommie,-35.82902,150.23084,Australia,Cape Howe,5/16/2008,2001087,10,82,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.6,QQ,ppt,0.1,NA,NA,NA
8cca0146-7a68-11e6-bb23-23fbc77e3390,SI4,North Boulder Wall S Solitary Is,-30.20167,153.26635,Australia,Tweed-Moreton,8/22/2009,2001227,12,84,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8cdf3a9b-7a68-11e6-bb23-23fbc77e3390,BMP-S15,Burrewarra Point,-35.83132,150.23347,Australia,Cape Howe,1/13/2012,912340213,10,74,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36,QQ,ppt,0.1,NA,NA,NA
8cccc043-7a68-11e6-bb23-23fbc77e3390,DE25,Nth Lucas Pt,-43.03203,147.33765,Australia,Bassian,1/11/2010,7000437,5.2,83,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cecd1b0-7a68-11e6-bb23-23fbc77e3390,PAC161,Mahurangi Islet,-36.82609,175.81898,New Zealand,Northeastern New Zealand,12/14/2012,912342904,9,75,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8ceef51c-7a68-11e6-bb23-23fbc77e3390,PD-S17,Inner Saddle South West Point,-43.31243134,145.8966064,Australia,Bassian,2/17/2013,912342622,10.2,83,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8cca7694-7a68-11e6-bb23-23fbc77e3390,PPB3,The Springs,-38.276816,144.622383,Australia,Bassian,9/11/2009,3000017,4,82,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.6,QQ,ppt,0.1,NA,NA,NA
8ccb8830-7a68-11e6-bb23-23fbc77e3390,JMP-S44,Essex Rock,-30.35217,115.00283,Australia,Houtman,11/29/2009,6002276,2,81,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8ce9005a-7a68-11e6-bb23-23fbc77e3390,PAC41,Rose Atoll north point,-14.53066,-168.15526,American Samoa,Samoa Islands,8/23/2012,912341172,14,78,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8ce72b4c-7a68-11e6-bb23-23fbc77e3390,PAC5,Iles de Maria North of W Pt,-21.80433,-154.72078,French Polynesia,Southern Cook/Austral Islands,7/26/2012,912341098,8,79,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.3,QQ,ppt,0.1,NA,NA,NA
8ccbfd7b-7a68-11e6-bb23-23fbc77e3390,DE13,OpossumBay,-42.97758,147.39237,Australia,Bassian,12/8/2009,7000413,5,79,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cea391c-7a68-11e6-bb23-23fbc77e3390,PAC78,Motukokoko I,-35.16497,174.34126,New Zealand,Northeastern New Zealand,10/3/2012,912342741,8,82,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.7,QQ,ppt,0.1,NA,NA,NA
8cef9146-7a68-11e6-bb23-23fbc77e3390,PD-S11,North Whalers Point,-43.29901123,145.9264679,Australia,Bassian,2/23/2013,912342683,5.1,84,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,36.6,QQ,ppt,0.1,NA,NA,NA
8ce136c6-7a68-11e6-bb23-23fbc77e3390,LHI23,Boat Harbour NW,-31.55782,159.09852,Australia,Lord Howe and Norfolk Islands,2/23/2012,912340481,8.5,75,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.7,QQ,ppt,0.1,NA,NA,NA
8ccb3a02-7a68-11e6-bb23-23fbc77e3390,DE6,Gypsy Shoal,-42.94961,147.41687,Australia,Bassian,11/15/2009,7000463,10.1,74,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8cecd1ab-7a68-11e6-bb23-23fbc77e3390,PAC159,"Tower Rock, Cathedral Cove",-36.81414,175.78822,New Zealand,Northeastern New Zealand,12/13/2012,912342899,14,75,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.5,QQ,ppt,0.1,NA,NA,NA
8cc03b4a-7a68-11e6-bb23-23fbc77e3390,WA48,Plate Ledge  Pelsart Group,-28.85305,114.0132,Australia,Houtman,3/25/2008,6002247,5,77,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.5,QQ,ppt,0.1,NA,NA,NA
8cd7225e-7a68-11e6-bb23-23fbc77e3390,CAR7,Bajo Felipe,13.36448,-81.40478,Colombia,Southwestern Caribbean,3/17/2011,1003648,7.5,76,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.2,QQ,ppt,0.1,NA,NA,NA
8cd2b4cf-7a68-11e6-bb23-23fbc77e3390,QLD38,Mandalbi-outer,-16.39255,139.62931,Australia,Arnhem Coast to Gulf of Carpenteria,7/4/2010,4000825,6.8,76,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cc1e97d-7a68-11e6-bb23-23fbc77e3390,SA5,Point Gawler,-34.50965,137.47345,Australia,South Australian Gulfs,10/3/2008,5000336,1.5,82,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.2,QQ,ppt,0.1,NA,NA,NA
8cc4f6a1-7a68-11e6-bb23-23fbc77e3390,WA38,Trigg Beach North,-31.87442,115.75076,Australia,Houtman,2/10/2009,6002330,4,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34,QQ,ppt,0.1,NA,NA,NA
8ccc7217-7a68-11e6-bb23-23fbc77e3390,NSW21,BAIT REEF BLACKSMITHS BEACH,-33.08017,151.66184,Australia,Manning-Hawkesbury,12/19/2009,2001034,4.8,80,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.6,QQ,ppt,0.1,NA,NA,NA
8ceea6be-7a68-11e6-bb23-23fbc77e3390,EMR33,South Elizabeth Reef,-29.95796,159.12759,Australia,Lord Howe and Norfolk Islands,1/18/2013,912342493,7,74,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35,QQ,ppt,0.1,NA,NA,NA
8cc03b4e-7a68-11e6-bb23-23fbc77e3390,BMP-S10,Shark Gutter NE Tollgates,-35.75012,150.26204,Australia,Cape Howe,3/26/2008,2001380,6.5,79,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8ce3cf55-7a68-11e6-bb23-23fbc77e3390,ARG2,Pafer,-42.62544,-64.25611,Argentina,North Patagonian Gulfs,4/11/2012,912341871,15.5,82,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36,QQ,ppt,0.1,NA,NA,NA
8ce10faa-7a68-11e6-bb23-23fbc77e3390,RSA10,Beacon Island,-34.05914,23.38333,South Africa,Agulhas Bank,2/21/2012,912341769,6,82,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.1,QQ,ppt,0.1,NA,NA,NA
8ce83ced-7a68-11e6-bb23-23fbc77e3390,CAN39,Punta Muelle La Palma,28.6715,-17.7639,Spain,Azores Canaries Madeira,8/9/2012,912340445,16.5,76,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8cc45a43-7a68-11e6-bb23-23fbc77e3390,TAS67,Gardens ramp,-41.16497,148.28393,Australia,Bassian,1/25/2009,7000587,4,81,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.8,QQ,ppt,0.1,NA,NA,NA
8ccac4b5-7a68-11e6-bb23-23fbc77e3390,TONGA12,Hunga lagoon Outer,-18.69375,-174.13804,Tonga,Tonga Islands,9/14/2009,676003250,6.5,84,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.8,QQ,ppt,0.1,NA,NA,NA
8cd0b8a3-7a68-11e6-bb23-23fbc77e3390,NMP10,Maud RZ1,-23.21313,113.76296,Australia,Ningaloo,5/28/2010,6002166,2.5,78,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.7,QQ,ppt,0.1,NA,NA,NA
8cc7b6f0-7a68-11e6-bb23-23fbc77e3390,WA20,Skippy Rock,-33.54941,115.06985,Australia,Leeuwin,4/13/2009,6002052,15.5,79,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.1,QQ,ppt,0.1,NA,NA,NA
8cef6a64-7a68-11e6-bb23-23fbc77e3390,PD-S7,Spain Bay,-43.36119,145.95775,Australia,Bassian,2/20/2013,912342652,5.1,82,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8cf0ca2c-7a68-11e6-bb23-23fbc77e3390,KG-S16,Winter Cove inner South Shore,-39.47373962,147.3515778,Australia,Cape Howe,3/28/2013,912342569,10.1,73,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
